State,County,Minor Civil Division,Metropolitan Statistical Area of the County,State,County,Minor Civil Division,Metropolitan Statistical Area of the County,Method of Transport,Work Flow,Margin of Error
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Bristol County,Easton town,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",72,49
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Bristol County,Fall River city,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",51,41
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Bristol County,Mansfield town,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",90,57
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Bristol County,Mansfield town,"Providence-Warwick, RI-MA ","Car, truck, or van: Carpooled",12,19
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Bristol County,Taunton city,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",58,43
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Bedford town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",54,47
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Burlington town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",177,111
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Burlington town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",21,25
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Cambridge city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",134,79
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Cambridge city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",11,19
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Cambridge city,"Boston-Cambridge-Newton, MA-NH ",Public transportation,68,45
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Framingham town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",105,73
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Framingham town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",27,34
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Lexington town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",32,30
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Malden city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",46,36
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Malden city,"Boston-Cambridge-Newton, MA-NH ",Public transportation,20,31
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Natick town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",58,69
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Newton city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",165,79
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Newton city,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,1,5
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Somerville city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",80,84
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Waltham city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",133,85
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Watertown Town city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",21,21
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Avon town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",123,91
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Braintree Town city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",238,109
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Brookline town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",118,74
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Brookline town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",20,35
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Brookline town,"Boston-Cambridge-Newton, MA-NH ",Public transportation,18,30
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone","1,388",281
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",87,63
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Public transportation,16,25
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,378,124
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",188,96
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",23,27
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Franklin Town city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",51,43
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Milton town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",61,41
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Needham town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",205,84
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Norwood town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",374,141
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Norwood town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",35,45
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Quincy city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",425,145
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Quincy city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",65,54
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Quincy city,"Boston-Cambridge-Newton, MA-NH ",Public transportation,19,32
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Randolph town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",92,57
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Sharon town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",36,34
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Sharon town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",17,24
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Sharon town,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,12,20
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Stoughton town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",177,77
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Walpole town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",96,57
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Walpole town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",16,26
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Wellesley town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",151,80
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Westwood town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",139,70
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Weymouth Town city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",72,49
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Weymouth Town city,"Boston-Cambridge-Newton, MA-NH ",Public transportation,54,48
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Plymouth County,Brockton city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",218,107
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Plymouth County,Hingham town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",64,46
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Plymouth County,Middleborough town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",57,64
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Plymouth County,Middleborough town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",17,28
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Plymouth County,Rockland town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",33,31
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Suffolk County,Boston city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone","1,591",360
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Suffolk County,Boston city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",101,60
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Suffolk County,Boston city,"Boston-Cambridge-Newton, MA-NH ",Public transportation,"1,121",195
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Suffolk County,Boston city,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,19,30
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Suffolk County,Chelsea city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",22,44
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Suffolk County,Chelsea city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",54,102
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Worcester County,Westborough town,"Worcester, MA-CT ","Car, truck, or van: Drove alone",19,22
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Worcester County,Westborough town,"Worcester, MA-CT ","Car, truck, or van: Carpooled",7,13
Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Rhode Island,Providence County,Providence city,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",26,26
Massachusetts,Norfolk County,Cohasset town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Cambridge city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",19,30
Massachusetts,Norfolk County,Cohasset town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Cambridge city,"Boston-Cambridge-Newton, MA-NH ",Public transportation,27,32
Massachusetts,Norfolk County,Cohasset town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Waltham city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",70,58
Massachusetts,Norfolk County,Cohasset town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",41,46
Massachusetts,Norfolk County,Cohasset town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ",Public transportation,26,39
Massachusetts,Norfolk County,Cohasset town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Cohasset town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",587,190
Massachusetts,Norfolk County,Cohasset town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Cohasset town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",12,20
Massachusetts,Norfolk County,Cohasset town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Cohasset town,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,215,101
Massachusetts,Norfolk County,Cohasset town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Quincy city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",232,153
Massachusetts,Norfolk County,Cohasset town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Quincy city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",9,15
Massachusetts,Norfolk County,Cohasset town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Weymouth Town city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",80,63
Massachusetts,Norfolk County,Cohasset town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Weymouth Town city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",61,95
Massachusetts,Norfolk County,Cohasset town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Plymouth County,Brockton city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",92,77
Massachusetts,Norfolk County,Cohasset town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Plymouth County,Brockton city,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,13,22
Massachusetts,Norfolk County,Cohasset town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Plymouth County,Hingham town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",252,123
Massachusetts,Norfolk County,Cohasset town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Plymouth County,Hull town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",46,45
Massachusetts,Norfolk County,Cohasset town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Plymouth County,Marshfield town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",75,94
Massachusetts,Norfolk County,Cohasset town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Plymouth County,Norwell town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",50,40
Massachusetts,Norfolk County,Cohasset town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Plymouth County,Scituate town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",37,36
Massachusetts,Norfolk County,Cohasset town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Plymouth County,Scituate town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",13,19
Massachusetts,Norfolk County,Cohasset town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Suffolk County,Boston city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",445,257
Massachusetts,Norfolk County,Cohasset town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Suffolk County,Boston city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",51,52
Massachusetts,Norfolk County,Cohasset town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Suffolk County,Boston city,"Boston-Cambridge-Newton, MA-NH ",Public transportation,508,156
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Bristol County,Easton town,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",29,26
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Bristol County,Easton town,"Providence-Warwick, RI-MA ",Other travel mode,9,13
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Bristol County,Norton town,"Providence-Warwick, RI-MA ","Car, truck, or van: Drove alone",29,27
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Bedford town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",25,24
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Belmont town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",39,28
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Billerica town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",31,29
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Burlington town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",130,62
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Cambridge city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",211,75
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Cambridge city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",17,19
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Cambridge city,"Boston-Cambridge-Newton, MA-NH ",Public transportation,31,24
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Chelmsford town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",36,26
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Everett city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",13,20
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Everett city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",18,31
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Framingham town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",86,45
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Framingham town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",39,46
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Lexington town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",62,37
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Malden city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",66,39
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Marlborough city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",37,35
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Natick town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",95,64
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Newton city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",512,194
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Newton city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",71,94
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Somerville city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",89,63
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Sudbury town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",72,72
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Waltham city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",256,88
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Waltham city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",5,9
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Watertown Town city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",98,82
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Watertown Town city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",14,22
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Weston town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",91,58
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Middlesex County,Woburn city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",53,49
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Braintree Town city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",153,64
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Braintree Town city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",25,39
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Brookline town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",260,70
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Brookline town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",20,29
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Brookline town,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,17,21
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",198,76
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Canton town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",6,10
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone","1,480",198
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",178,82
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Public transportation,9,15
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,823,196
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Foxborough town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",98,56
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Foxborough town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",6,10
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Foxborough town,"Boston-Cambridge-Newton, MA-NH ",Other travel mode,8,13
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Franklin Town city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",27,23
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Franklin Town city,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",9,14
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Milton town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",63,38
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Milton town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Carpooled",6,9
Massachusetts,Norfolk County,Dedham town,"Boston-Cambridge-Newton, MA-NH ",Massachusetts,Norfolk County,Needham town,"Boston-Cambridge-Newton, MA-NH ","Car, truck, or van: Drove alone",411,123
